headline,sentiment
TONAKHOLO O ABETSE BALISANA SETHOPO SA LIKHUTŠOANE KAJENO,positive
BANNA BA TSOAROA KA BOSHOLU,negative
MOSALI O KHAKHATHETSOE LEFU A LE HA HAE LAPENG,negative
LINOKOANE LI NTSE LI BATLOA KE SEPOLESA,negative
LEKHOTLA LE THIBELA HO LIHELOA HA TONAKHOLO,positive
SEBONOANG SE BONOA KE BOHLE NGOANA O QETA HO FUMANOA,negative
MONNA O OELOA KE TSIETSI ,negative
BATHO BA BUANG HAHOLO BA BITSOA KHOTLA,negative
MPHO EA MORENA E MO SHEBILE MAHLONG,positive
LEPOLESA LE KHAKHATHILE PAKI,negative
MOCHOCHISI O RE HA A BATLE BAAHLOLI BA NAHA,negative
SEPOLESA KA OFISI EA SONA EA MAFOKISI SE NTSE SE TSOELA PELE HO BATLANA LE MOSALI ENOA,negative
MOCHOCHISI O HANA HO QOSA LESHOLU,negative
MOKHATLO O NKELOA CHELETE KA MASENE,negative
LIKHOMO LI FUMANOA LI SOLLA THABENG,negative
MOKHA O PHOQILE SECHABA,negative
UTLOA LITABA TSA MOQHOBI OA LEPHELE EA IPOLAILENG BOSIU BONA BO FETILENG,negative
BABELAELLOA POLAONG EA SEBOHOLI BA HLAHA KHOTLA,negative
PHATLALATSO EA SESOLE,neutral
MOKHOSI OA MOTŠEARE PHALLANG,negative
MOQHOBI OA LEPHELE O QETA HO FUMANOA A TIMELLETSE KA KOLOING,negative
SETOPO SA NGOANANA SE HATISITSOE LEJOE HOLIMO,negative
'MUSO O HLOTSOE HO PHOLOSA LEBENKELE,negative
MOKHA O LELEKA BAKHETHOA BOPHELO BOHLE,negative
MOKHATLO O THOPHOTHETSA THUTO KA TLHEKEFETSO,positive
MOSALI O RE O BATLA POHO LINAHENG TSA AFRICA ,positive
SEBOULELI KHOTLA KA POLAO EA NYATSI,negative
BABOLAI BA BOLAEA MORUPELI OA SEKOLO SE PHAHAMENG KA SEHLOOHO,negative
LEKHOTLA LE AHLOLA BENG BA LIKHOEBO TSA TŠIRELETSO,negative
HO BONOA SETOPO LETAMONG,negative
HO SETSE LIHORA TONAKHOLO A TLOSOA BOTONAKHOLONG,negative
MOSALI EA HOEBANG KA 'MELE O RE  O KHATHETSE O KOPA MONNA,positive
MOETAPELE O AMOHELOA KE MARENA A 15,positive
SEHLOPHA SA BASALI SA SEPOLESA SEA TLHOLISANONG,positive
MOSALI O BATLOA KA POLAO EA MOTHO,negative
O FUMANA KHAU EA HO IPABOLA TŠEBETSONG EA HAE ,positive
SESOSA SA TŠOARO EA MOPARAMENTE SEA HLAHELLA,negative
UTLOA KA LITABA TSA BO 'MAMPOLI BA HANANG HO EA KHOTLA,negative
LETONA LE TLA ARABA TSA LEFU LA MOSEBETSI KAJENO,negative
RE UTSOELITSOE KOLOI MAOBANE,negative
LEBENKELE LA LIJO LE TLO BULOA,positive
MONNA O BATLOA KAHO QHEKETSA LE BOSHOLU,negative
KOTSI E MPE HO SHOELE LIAKHENTE TSE PELI,negative
MONGOLI O THEHA MOKHA O MOCHA,neutral
MONNA O FA NGOANA CHEFO EA TERENKI,negative
NGOANA SEKOLO O QAKA TICHERE,negative
MASOLE LE MAPOLESA BA LLA SEBOKO,negative
MONNA O ITAHLETSE KA KOETSENG,negative
NAHA E RE E TLA FINA SELELU,negative
MONNA JETHE SEBOKENG SA TONAKHOLO,positive
MOETAPELE O HLAHISA LITSIETSI TSE TOBILENG SECHABA,negative
SEBOHOLI KE LESHOLU,negative
'MUSO O HANNE BOELETSI LIPAKI TSA CHELETE LI A BOLAOA,negative
MAPOLESA A THIBELOA HO EA JOALENG BOSIU,neutral
RAMETLAE O QOSOA KA MANGOLO A LEFOFO,negative
MOSALI O QOSOA KA HO NTŠA MAKUNUTU A 'MUSO,negative
MONNA O FUMANOA A TLANTLUOE HLOOHO E LE SETOPO,negative
LEHLAKORE LA SEPOLESA MABAPI LE LITABA TSA POLAO EA MONNA,negative
KOMPONE EA MARANGRANG E RE SEJO SENYANE HA SE FETE MOLOMO,positive
LINTLHA-KHOLO MABAPI LE NTLO E OETSENG BATHO,negative
THUPELO KA SEHLAHISOA SA BOHOKELA,positive
MONNA O HLASELOA LE HO CHESETSOA NTLO MOTSENG,negative
MOSALI EA SEBETSANG LEKALENG O BOLAOA KA THIPA KE MOQHOBI OS TEKESI,negative
MONNA O QOSOA KA HO BETA MOSHANYANA,negative
MOOKAMELI O ABELA LITEREKE LIKOLOI TSE NCHA,positive
MAPOLESA A BOLAEA NGOANA SEKOLO,negative
NGOETSI E UTSOITSENG CHELETE E AHLOLOA LILEMO TSE 10 CHANKANENG ,negative
'ME OAKA ESALE A NYAMELA LABOHLANO,negative
MASOLE A TSOANG NTOENG A LEBOHUOA KA HO SILILOA MEKOKOTLO,negative
TONAKHOLO O HANA HO FANA KA BOPAKI,negative
MONNA O FUMANOA A LE MOLATO OA HO RUA SETHUNYA KA THOKO HO MOLAO,negative
HANTLE RONA RE MO ROLELA KHAEBANA,positive
LI HONDA FIT TSA SEPOLESA MOO TONAKHOLO A NTSENG A THAKHOLA KHANTŠO EA MABONE A MACHA,positive
MONNA O HLABELA MOSALI OA HAE LEFU,negative
KOLOI EA LEPHELE E CHAISITSE BATHO,negative
MORENA O OA LLA ,negative
NGOANA O PHOLOSA ‘M’AE LITLENENG TSA TAU,positive
LIKHETHO TSENA HA LI PHETOA EKABA MEHAU,negative
MOOKAMELI O SESA KA HARA LEKOALIBA LA BOBOLU,negative
PHATHI E BUBURILE CHELELTE KAOFELA ,negative
KHETLONG LENA LESEPA LEHOLO KE LA MONGA MOTSE HA SE LA MOLATA,negative
LEPOLESA LE SHANOTSA BOPAKI,negative
BANNA BA LLELOA KE LITŠEPE,negative
BANA BA FUOA THUPELO KA KOTSI E KA BAKOANG KE MOLLO,positive
MONNA O THUNYETSA MOSALI OA HAE LEFU,negative
LEKHOTLA LE LOKOLLA BAQOSUOA KA BEILE,negative
SEPOLESA SE TŠOARA THAPELO NAHA EOHLE,positive
MOKHA O ITLHOTHA LITLHOTSE,negative
MOPOLOTIKI O QOSOA KA BOMENEMENE,negative
MOSALI HA TSEBE NTATA NGOAN'A HAE O ETSELLETSE MONNA OA MOTHO,negative
MOETAPELE O RE O TLO BULA PARAMENTE,positive
SETOPO SA NGOETSI SE QETILE MATSATSI A MANE,negative
MORUTI O TLO BAKELA NAHA KHAPHA-MALI,negative
SEPOLESA SE TŠOARELOA TLHOLISANO MABAPI LE LITOKELO TSA MANTLHA LE BOTHO,positive
SECHABA SE SEBOKO KA CLINIC,negative
NGOANA ESALE A BETOA HO TLOHA SELEMO SE FETILENG,negative
'MUSO O ENTA BATHO BOHLE HOSA KHETHOLLOE SECHABA KAOFELA SE BULETSOE,positive
SEBINI SE HLOKAHALLA SEPETLELE,negative
MOOKAMELI O ITAHLETSE KA HARA SEKOTI SA LIHELE ,negative
SEPOLESA SE ETELA SECHABA,positive
TONAKHOLO O RE LE TSAMAE KA LIKARETE TSA HO ENTA,positive
MOSALI O HLAHA KHOTLA KA POLAO EA MONNA OA HAE,negative
O TLOHELLA NKHONO EO E LENG NYATSI EA HAE O BETA NGOANA,negative
TLALEHO EA SEPOLESA KA MOFU,negative
MAPOLESA A TŠOARELOA BOSHOLU BA CHELETE A NTSE A PANYA-PANYA MASISI-MATŠO HA JOALE,negative
LEKHOTLA LE TŠELA MOKHA KA METSI A BATANG,negative
MOKHA O ETELA NAHENG EA BOAHISANE,neutral
BASEBELETSI BA LIFEME BA TEBETSOE HAPE,negative
MONNA O QHAUTSOA KA BOQHEKANYETSI,negative
TONAKHOLO O PHOLOSA LEBENKELE KA 15 MILIONE,positive
MONNA O HLAHA KHOTLA KA QOSO EA POLAO EA MOTHO,negative
LIKHOMO LI QETA HO UTSUOA,negative
SEBITI SA TONKI SE RE SE NE SE TAUOE HA SEA BONA LETHO,negative
SEPOLESA SE PHUTHA MASAPO A MOTHO MOTEBONG OA SESOLE ,negative
SEPOLESA SE THAKHOLA MOKHATLO,positive
MOKHA O NEHELA MOEA BALATELI BA EONA BA PHASA-PHASA,negative
LENOMORO LE NOMOROA KE SECHABA,negative
MONNA O FUMANA LESEA LA HAE LA PELE A LE LILEMO LI 83,positive
LEBOTHO LE THEHILOENG KE TONAKHOLO LE HULANYA MAOTO,negative
BONA LEKESE LA NGOANA E MONYANE HARA LITOPO,negative
LEKHOTLA LE MO AHLOLA 'MOHO LE MORALI LE SETLOHOLO SA HAE,negative
LEBALA HO THOE KE MAHLABISA LIHLONG,negative
BASALI BA PHURA LESHOETLA ,positive
BANNA BA FUMANOA BA BAPALA PAPALI E SENG MOLAONG,negative
MONNA O INEHELA SEPOLESENG KA MORA HO HLABA MOTHO KA THIPA,negative
LORI EA MAFURA E CHA LORE,negative
MONNA O BETA KHAREBE E NANG LE BOTHATA BA PUO,negative
MOTSOETSE EA LILEMO LI 20 O IPOLAEA KA  CHEFU,negative
MOTSOETSE O IPOLAEA LE LESEA,negative
LEPHELE LE CHAISA LEPOLESA LA 'MUSO,negative
BA HLAHA KHOTLA KA BOSHOLU BA LITLHARE ,negative
MONNA O QOSOA KA KOLOI E SE NANG LINOMORO,negative
TSA MORAO RAO MORERONG OA TOKISO EA LITSELA,positive
KE BOTHATA HO SEPOLESA HO LATA MOFU EA SELAKHUOENG,negative
SEPOLESA LE MAHOKELA BA ETSA MERALO,positive
BANNA BA BABELI BA QETA HO BOLAOA,negative
MONNA TORONKONG KA MORA HO HANA HO BITSA SETABANE NGOANANA,negative
KOMPONE EA LITAEMANE E NTŠA PUO KA TLHEKEFETSO EA MOSALI,positive
LITEBOHO,positive
TONAKHOLO O LIELLOA TSONA TSENA HO RIALO SECHABA SE HALEFILENG,negative
SEPOLESA SE QHAUTSA SESINYI SA KOMPONE EA MARANGRANG,negative
SECHABA SE TLO BATLOA LI-ID HO TŠELA CHELETE,negative
MOHLANKANA O IPOLAEA KA MOTLAKASE,negative
MOSALI OA SETEREKENG O FENETHELOA TOROPONG,negative
MOSALI O NEHELA MOEA A NTSA A BETOA,negative
NGOANA O NYOPISA MORERO OA MABETA,positive
LEKHOOA LE HLOKAHALA KA MOHLOLO TSELENG,negative
LEPOLESA LE BA KENYA MEREBELE,positive
SEBOHOLI SERE SE MAKHATHENG A LEFU,negative
SETOPO SA MONNA SE INOLOA KA LETAMONG SE TŠETSOE KA HARA POLASETIKE,negative
LELAPA LA MOFU LE BOHLOKO KE LESHANO LA LETONA ,negative
BATHO BA TLA TSAMAEA BOSIU BA TLO AHLOLOA M10 000,negative
MEKHATLO E KHALEMELA MAFAPHA A TŠIRELETSO,positive
BANNA BA THUNYA BATHO SETEREKENG,negative
MOQHOBI OA LEPHELE O BOLAEA E MONG BA TSEKA BAETI,negative
MORUTI OA KEREKE O BOLAOA KA HO CHESOA,negative
TONAKHOLO O ROKA NAHA MACHABENG,positive
LIKHOMO LI HLATSISOA RAPOLASI,positive
MAPARAMENTE A KENYA TŠISINYO EA HO HLOKA TŠEPO HO TONAKHOLO,negative
BANNA BANA BA BATLOA KE SEPOLESA ,negative
CHELETE EA SECHABA E JOOE KA SEHLOHO PUSONG E FETILENG,negative
BONA SEKOTI SA NTLOANA SEO NGOANA EA LILEMO LI 'NE A OETSENG HO SONA,negative
LIPHUPUTSO LI THAKHOTSOE KHAHLANONG LE SEBOHOLI,negative
MOKHOENYANA OA LELAPA LA TONAKHOLO O KAKALATSOA KE NYEOE,negative
NTATE UAKA O NYAMETSE KE KOPA THUSO,negative
TONAKHOLO O LOKISA LITSELA KA MATLA A MAHOLO,positive
HO FUMANOA TAEMANE E KHOLOHALI 'MAENENG,positive
O QOSOA KA POLAO LE HO CHESA 'M'AE,negative
LETONA LE INKA SELFIE LE BA BAHOLO KE THABO,positive
MOOKAMELI OA LEKALA O BEHA HLOOHO PANENG,negative
LEPOLESA LE THUNTSOENG,negative
SEPOLESA SE PHURA LESHOETLA KA THIBELO EA LITLOLO TSA MOLAO,positive
BABELAELLOA BA AHLOLOA LILEMO TSE MASHOME A MARARO ,negative
RE NTSE RE LE LITHO TSA MOKHA,positive
LIKHOMO LI FUMANOA POLASING ,positive
MONNA O TŠOEROE,negative
MOLISANA O OA THUNNGOA MOTSENG ,negative
OFISIRI E UTSOA LIKHOMO,negative
MOHOEBI O AMOHELA KHAU EA HAE MOSE,positive
MONNA O QOSETSOA HO IKETSA MOOKAMELI OA SEPOLESA,negative
MOETAPELE O ABELOA LENGOLO LA THUTO E PHAHAMENG,positive
LEPOLESA LE BOLAEA MOSALI KA SETHUNYA,negative
MOOKAMELI O KOETETSE KE BO RASETHUNYA BOSIUNG BA KAJENO,negative
LIBINI LI TLO KOPANELA PINA,positive
MONNA O JELE LICHELETE TSA RONA,negative
SENOKOANE SE AHLOLOA LILEMO TSE 54,positive
BASHANYANA BA BETILENG LE HO BOLAEA BANANA KHOTLA KAJENO,negative
'MUSO O THEOLA LEKHETHO LA JOALA LE KOAE,positive
MENYENYETSI E RE HO SE HO ENA LE MOTHO EA THUNTSOENG BOIPELAETSONG BA BAITHUTI BA SEKOLO SE PHAHAMENG,negative
'MUSO O BAKA PHEREKANO KA MATSATSI A LIKHETHO,negative
MEKHA EA POLOTIKI E TSOA KA LEHE KAJENO,negative
TONAKHOLO O SITOA HO IPHAPANYETSA LERATO LEO A LE RATANG SECHABA,positive
SEBAPALI SA BOLO SE FEHELELITSOE KA LITLATSE LE THABO ,positive
MOOKAMELI O ELETSA BACHA HO KHOA LITLOLONG TSA MOLAO,positive
NGOANA ESALE A NYAMELA O FUMANOA NTLOANENG EA SEKOLO E LE MOFU,negative
MONNA O AHLOLOA SELEMO CHANKANENG KA HO BA LE KHOMO EA FATŠE,negative
MAPOLESA A  BOLAILE LINOKOANE TSE 18 ,negative
CLEKETSENG LI CHELE TJENA KAJENO,positive
MOSHANYANA O FUMANOA A NTSE A IMENYA-MENYA KA TONKI ,negative
MOPARAMENTE OA BOHANYETSI O TŠOEROE,negative
MOOKAMELI O TEBELA MAPOLESA,negative
SECHABA SE NOA METSI A KEREKE FEELA LETONA LE NYEFOLA TUMELO,negative
KE BETILOE KE NTATE OA MOKHOTSI OAKA JOALE KE TŠABA HO MO TŠOARISA,negative
SEBINI SE ETSA MOHLOLO SE FA SE SENG MPHO EA M10 000,positive
KE MADAMPA-DAMPA KAHARA PHATHI,negative
MOITHUTI OA SEKOLO SE SEHOLO O TŠOARELOA HO OTLA KHAREBE O MO TSEKISA HO ITHOLELA HA A MO FEREHA,negative
'MUSO O FA BAHOEBI M130 000,positive
PHOESA O TŠOAROA A LEKA HO UTSOETSA BANKA,negative
BONA NOMORO POLATA EA LIKOLOI TSA SEPOLESA,neutral
SETOPO SA NKHONO EA LILEMO LI 74 SE FUMANOE SE JOOA KE LINTJA,negative
MONNA O JEOA KE NTA TSA KOBO EA HAE,negative
SEPOLESA SE FUMANTŠOA THUPELO,positive
NGOANA O FUMANOA KA NTLOANENG NAKONG EO HO NTSENG HO HULOA MATLOANA,negative
MAPOLESA HA A FUMANA SETHUNYA HA MOPOLOTIKI,positive
MOSHANYANA O BOLAELOA M10,negative
LEFAPHA LE AMOHELA LI MILLION TSE HLANO LE MAKOLOI A REKUOENG KA CHELETE EA BOSHOLU,positive
LEKHOTLA LE MO FUMANE A LE MOLATO ,positive
PHAFA E BALEHISA MOKOETLISI,negative
MONNA O AHLOLOA LILEMO TSE LESHOME KE LEKHOTLA,negative
MELAELLOA OA MOFU O MATJALENG,negative
MORALI O FUMANA 'M'AE A BOLAUOE,negative
MOSALI O TŠELLA NGOANA MAFENETHA KA TAMING O RE O NE A BAKISA NTAT'AE,negative
BANKA E NANABETSA LETSOHO HO SEPOLESA,positive
MOSALI O ROKA MOHATSA OA TONAKHOLO EA MEHLENG,positive
MOQHOBI OA LEPHELE O THUNYETSOA LEFU SETEREKENG,negative
LEFAHLA LE EILENG LA BOLAOA LE TLA BOLOKOA BOESA LETAMONG LEO A FUMANOENG HO LONA,positive
KE NYETSE MOTHO EO KE SA MO RATENG KA LEBAKA LA MPA,negative
MONNA O FIHLA HA NKHONO A TSOTSE A SELAKHUOE MOLALA LE LITAPOLE,negative
TONAKHOLO O KHENOLA MOPARAMENTE HAPE,negative
'MOLAI OA NGOANA O RE O NE A NA LE LEHLOEO HO MORALI OA HAE,negative
KOLOI E QETA HO PHETHOHA KA BAETI LEHLOENG,negative
MOSALI O LAELA BANA HO ROBALA LE MOKHALAJOE LEKHOTLA LE BA AHLOTSE LILEMO TSE MASHOME A MARARO TORONKONG,negative
SEBINI SE TLA KA HARE HO NAHA,positive
MAMELA MOOKAMELI OA SEEA-LE-MOEA A SHOASHOATHELA SEBOHOLI,negative
MOSALI O SA TSOA BOLAOA KA THIPA MOTŠEARE TJENA,negative
MONNA O NTSE A PANYAPANYA KA SETSING KA HO IKETSA POHO EA KHOTHU,negative
NAHA E KETEKA LETSATSI LA BATHO BA NANG LE BOKOOA BA KELELLO,positive
MASOLE A QOBELLOA HO PAKA NYEOENG EA TREASON,negative
BONA MONNA EA FENETHILENG MOSALI-AE KA THIPA MAOBANE,negative
TONAKHOLO O NTSE A JABA-JABA MOKETENG,positive
NAHA E ETSETSA BATHO BA SA ENTANG LOCKDOWN,negative
BA TŠIRELETSO BA TŠOELISA MASHOLU LIPHOOFOLO,positive
BACHA BA HALEFETSE MOPARAMENTE HA BOHLOKO,negative
KONTERAKA EA SEBAPALI E HALEFISA MOTSAMAISI OA BOLO ,negative
BASALI BA TŠOARA THIPA KA BOHALENG,positive
BANNA BA PHOLOSA LIKHOMO LEHANONG LA TAU,positive
NAHA E TEBELA BAOKI BA HANANG HO ENTELA CORONA,positive
'MUSO O PHALLELA SECHABA ,positive
HA KE TLO NYEKA TONAKHOLO,negative
MONNA O EMARISA NGOANA NYATSI EA HAE ,negative
MONNA O QETA HO THUNYA MOSALI'AE O THUNYELELITSE LE MOAHISANE,negative
BAHLANKA BA LLA KA HORE BA QOBELLOA HO ENTA KE KA MORA HORE 'MUSO O SHEBE KA HO BONA,negative
HO BULOA LEKHOTLA LE PHAHAMENG SETEREKENG,positive
THUPA E OTLOLLOA E SA LE METSI,positive
LITHO TSA 'MELE EA BATHO LI FUMANOA KA HARA NKHO SETEREKENG,negative
LITSELA LI NTSE LI LOKISOA HO TSOELAPELE,positive
NYEOE EA TŠITŠINYO EA TŠEPO E EA MAMELOA ,positive
BA FUMANOA BA LE MOLATO KA HO REKISA MAHLAHLELA A LITHUNYA,negative
MOKHETHOA OA MOKHA O HANA MOTION OA HO HLOKA TŠEPO HO TONAKHOLO,positive
LIPAROLA-THOTA TSA SEPOLESA LI NYOLLA FOLAKHA,positive
NTLO E QETA HO HATA BATHO E LIHELOA KE PULA,negative
TERAKA EA PHOOFO E PHETHOHILE BAAHI BA INKETSE PHOOFO,negative
MONNA OA KA O RE MAFELO A BEKE EENA KE MOFE SEBAKA LE MOSALI EA ENTSENG NGOANA LE ENA,negative
MEHLOLO OFISING EA BOCHOCHISI,neutral
KOMPONE EA MARANGRANG E THAKHOLA SETLABOCHA,positive
BAAHLOLI BA BEHELLOA KA THOKO HO MOSEBETSI,negative
MOOKAMELI O KOPA TŠOARELO,positive
MONNA O ROTELA MAFOSISA,positive
MOSALI O THUSA NGOANA,positive
HARE LEBOHISENG BAKHANNI,positive
MOHANYETSI E MOHOLO OA 'MUSO O TLO QHAUTSOA,positive
KOLOI E EA CHA MOTSENG,negative
NGOANANA O TSEKA LEFA LA NTATAE A SA NYALA 'M'AE,negative
BANNA BA HLAHA KHOTLA KA BOSHOLU,negative
SEROPO SE ETSOA KA MOSALI ,negative
LETONA LE NETEFATSA HORE COVID-19 E FUMANOE BANENG BA SEKOLO ,negative
MONNA O PHONYOHA LEFU MOTSENG,negative
MOPARAMENTE O AMEHA BOSHOLUNG BA LIPHOOFOLO,negative
MOTHO O OELE KA LETAMONG,negative
BAITHUTI BA SEKOLO SE PHAHAMENG BA ISA SEKOLO LEKHOTLENG,negative
PALO EA BATHO BA SHOELETSENG MORAFONG E NETEFALITSOE,negative
LESOLE LE FANA KA BOPAKI NYEOENG EA NYATSI ,negative
MAPOLESA LE MASOLE A QETA HO PHOLOSA MONNA MOLLONG,positive
LIOFISI TSA LEKALA LI KOETSOE,negative
MONNA ONA LE NTLO BO 'ME HA LE ITHOLLE,positive
MOHLANKANA O LITLAMONG KA BOQHEKANYETSI BA SENYETHEHALI SA CHELETE,negative
NYATSI E BOLAEA MOSALI,negative
MOSALI O THUNYETSOA LEFU MONNA'AE A NTSE A LE 'MOSHARENG,negative
BEILE E IMELA BAQUSUOA LEKHOTLENG ,negative
MONNA O EMETSE NYEOE EA POLAO A LE KA TORONKONG,negative
BATHO BA KHETHILE KA MONYEBE,negative
KOTSI E MPE TSELENG E KHOLO,neutral
SEBINI SE THUNYETSA MOHLANKANA LEFU RENKENG A 'MOLAELA LEKHOLO LA MALOTI,negative
BABELAELLOA BA BOSHOLU BA EA BOLAOA MOTSENG,negative
LETONA LE FA LIKEBEKOA TŠIRELETSO,negative
UTLOA MELEKO E ETSAHETSENG MAOBANE BASHEMANENG,negative
MATLO A 20 A TLALEHOA A FEFOHILE,negative
BAKHETHOA BA SOTHA MOKHA LETSOHO,negative
MOCHOCHISI O RE AKHANETE E IKHULE NYEOENG EA TREASON,negative
MOQOSUOA POLAONG O BATLA BEILE,negative
MOOKAMELI  O TLO FANA KA BOPAKI BO PHEUOENG KA KHOTLA HOSANE,negative
TONAKHOLO O LOANETSE BOLOKOLOHI BA SECHABA,positive
KOTSI E MPE TOROPONG,negative
NAHA E TŠOHILE JOALO KA NONYANA ,negative
MOKHETHOA O UTSOETSA SECHABA,negative
LIKHOMO TSE ILENG TSA FUMANOA LI SOLLA LI KHUTLELA NAHENG EA BOAHISANE,positive
LETONA LE HLAHELLA BOBOLUNG,negative
MPSHE E KOENTSE HONDA FIT ,negative
SECHABA SE TLO SULAFALLOA BOESA,negative
BALATELI BA SEHLOPHA SA BOLO BA CHESA HO FETA LIBAPALI,negative
SEPOLESA SE QETA HO PHUTHA SETOPO SA NGOANANA,negative
EX EA NHLALA KE NYALOA KA NGOANA EA MO HLAHLAMANG,positive
SEPOLESA SE KOPA THUSO,neutral
BACHA BA EANG WINTER BOOTCAMP EA SESOLE BA NTSE BA FIHLA,positive
M125 000 E FUOA MOTHO EA KA THUSANG KA MONYENYETSI OA BABOLAI BA SEBOHOLI,positive
MONNA O KOENTSE M4 MILIONE EA 'MUSO,negative
MOPARAMENTE O TŠABA HO FAOLOA,negative
'MUSO O NEHELANA KA LIKOLOI HO SEPOLESA,positive
MONNA O AHLOLOA M8 000 KA HO HLOMPHOLLA BORENA,negative
BAITHUTI BA SEKOLO SE PHAHAMENG BA KHOATHISOA KA NKANE,negative
POLELO EA BORABELE E NGALISA BOPHATLALATSI TŠEBETSO,negative
BANA BA BELAELLOA POLAONG EA MOSALI KA MOTHAMAHANE BA HLAHA KHOTLA,negative
MOSALI O TOBANE LE NYEOE EA TEKO EA BOQHEKANYETSI,negative
KOMPONE EA MARANGRANG E TŠOELA TLHEKEFETSO KA MATHE,positive
MONNA O FENETHA LELAPA KAOFELA ,negative
MOSEBELETSI OA BANKA O QOSOA KA BOQHEKANYETSI BA LIMILIONE,negative
BONA 'MELAELLOA OA HO TSETELA MOSALI KATLUNG ,negative
MOKHATLO O TŠOARA MOLEPO,neutral
SEPOLESA SE MATLAFATSA MOKHOA OA BOIPOLESO ,positive
KEREKE E MEMELA MOOKAMELI OA SEPOLESA SEHLABELONG SE HALALELANG SA 'MISA,positive
MOLISANA O SHOELLA NAHA-THOTE,negative
MOPOLOTIKI O EMISA NAHA,negative
MOSALI O TAMPA NYATSI HO TSEKOA MONNA ,negative
PULA KE MAHLOPHA A SENYA,negative
MONNA O QOSOA KA HO BA KA SHOPONG NTLE HO TUMELLO LE KA TŠENYO EA THEPA,negative
BATHO BA CHELLA KA FEMENG,negative
LIHLOA LEKHOARA KAHARA PHATHI,negative
BASALI BA SEPOLESA BA PHURA LESHOETLA LE SECHABA ,positive
MAPOLESA A THIBELA MONNA LEKHOTLENG,negative
LETONA LA BOPHELO LE FUMANOA LE NA LE COVID-19,negative
MOKHETHOA O KHAOLOA MAPHEEO,negative
SEPOLESA SE TEKENA SELEKANE SA TŠEBELISANO LE MOKHATLO OA MASUPA-TSELA,positive
BAHLANKA BA TLO LIEHA HO KHOLA KHOELING ENA ,negative
CHELETE E UTSUOENG E EA FUMANOA,positive
MOKHETHOA OA INONYA MATLA LEBATOOENG,negative
HO NYOLLOA HOA MAKOLOI A BAETI HO TLA PHATLALATSOA BEKENG EONA ENA,negative
'MOLAI OA LEPOLESA O HLAHA LEKHOTLENG,negative
HO QETA HO ETSAHALA KOTSI E MPE ,negative
MONNA O LLELOA KE LITŠEPE KA NYELISO EA LEKHOTLA,negative
SPRINGBOK SE THEOHELA KA SETSING SA TLHABOLLO SETEREKENG,negative
BUKA EAKA EA MASHANO E NYAMETSE,negative
MORA O SAKHA NTAT'AE MOLALA,negative
LIPALEMA LI ATLEHISA KHOEBO EA LIKOENA,negative
THUSO HO BASEBELISI BA KOMPONE ,positive
SEPOLESA SE QETA HO PHUTHA SETOPO SA MOSALI,negative
TEBELLO KE HORE LABORARO MAPOLESA A FUOE LIKOLOI,positive
MOETAPELE O PHALLELA SECHABA KEREKE,positive
BANA BA BATHO BA THUNTSOE MAOBANE,negative
PHANO EA LIPASA E NTSE E TSAMAEA KA THELLO E KHOLO,positive
BANNA BA BATLOA KA LIPOLAO TSA BATHO  ,negative
MOPARAMENTE O FUPUTSOA KA LIPELAELLO TSE THARO,negative
MOSALI O FUMANOA KA HARA LEKOALIBA LA MALI O HLOKAHALLA SEPETLELE,negative
MOKHETHOA O TŠOAROA KA BOSHOLU BA LIKHOMO,positive
MAPOLESA A TLA RE KHALO MOSE,positive
TONAKHOLO O PALAME KHENTŠA,positive
MOPARAMENTE LE EENA O FUOA BOTONA KE TONAKHOLO,positive
MASOLE A KETOLA 'MUSO ,negative
SECHABA SE TLO IMONA MENOANA KA KHAHO EA LETAMO,positive
TONAKHOLO O TLO NTŠA POLELO MABAPI LE LEFU LA SEBOHOLI,negative
DOCTOR E FETOLA NGOANA LEKHOBA LA THOBALANO,negative
MASOLE A KHUTLANG NTOENG A AMOHELOA KA LIMETA,positive
TREND ENA E HLOLA BA BANGATA EMPA EKARE E KA NKOA E LE BOHLOKOA HAHOLO,positive
MOAHLOLI O RAHA MOCHOCHISI MALING A MPA,negative
MOSUOE-HLOOHO LE MASISTERE BA BATLA HLOOHO EA TICHERE KA MOKEKE,negative
BO-PULAMALIBOHO BA FUOA THUPELO KE SEPOLESA,positive
SEPOLESA SE MEMA BANA HO BUA LE BONA,positive
NTATE O FUMANOA E LE MOFU,negative
MASOLE A BOLAISITSE MATAOA KOEPERE TAMENENG HA MATALA MONGA TAMENE O LLA KA TŠENYO,negative
SEBINI SE PHOQILE SECHABA,negative
MOTHO O KHAOTSOE BOTONA LE MENOANA A NTSE A PHELA,negative
MOSALI O NYAHLALITSE NGOANA TOROPONG,negative
AUSI O EA NGAKENG,positive
MONNA O QETA HO THUNYETSA MOSALI'AE LEFU,negative
HO THOLOA SETOTSOANA SA LESEA KA LENGOPENG,negative
SEPETLELE SE SEHOLO SA TEROPO,neutral
TAXI E PHETHOHILE EABA EA BILIKA MOTSENG,negative
BANNA BA HLAHA KHOTLA HAPE KA BOSHOLU BA BOQHOBANE,negative
HA HO NA MATHATA LEBENKELENG,positive
MONNA O THUNYETSA MOSALI LEFU MAHLONG A BANA PEKA,negative
MOPARAMENTE O BONA MASOBA KATLEHONG EA TONAKHOLO LE 'MUSO OA HAE,negative
MASHOLU A UTSOA SEKOLONG SA 'MUSO,negative
